time,open,high,low,close,volume,rsi,macd,macd_sig,mh,sk,sd,e9,e21,e50,tp_p,date_utc,vwap
2026-04-05 01:11:00,67372.22,67372.22,67358.33,67358.33,0.17647,,0.0,0.0,0.0,,,67358.33,67358.33,67358.33,67362.96,2026-04-05,67362.96
2026-04-05 01:12:00,67358.32,67358.33,67358.32,67358.33,0.17113,0.0,0.0,0.0,0.0,,,67358.33,67358.33,67358.33,67358.32666666668,2026-04-05,67360.67892309168
2026-04-05 01:13:00,67358.33,67358.33,67358.32,67358.33,0.14375,0.0,0.0,0.0,0.0,,,67358.33,67358.33,67358.33,67358.32666666668,2026-04-05,67359.99074386893
2026-04-05 01:14:00,67358.33,67358.33,67358.32,67358.32,0.02243,0.0,-0.0007977208006195724,-0.0001595441601239145,-0.0006381766404956579,,,67358.32800000001,67358.32909090909,67358.32960784314,67358.32333333335,2026-04-05,67359.91795003049
2026-04-05 01:15:00,67358.33,67358.33,67342.46,67348.34,0.76196,0.0,-0.7975389810162596,-0.15963543153135107,-0.6379035494849086,,,67356.3304,67357.42099173553,67357.93785851596,67349.71,2026-04-05,67353.82105755614
2026-04-05 01:16:00,67348.34,67348.35,67348.34,67348.35,0.02705,0.10769171606347072,-1.41187997997622,-0.4100843412203249,-1.0017956387558953,,,67354.73432,67356.5963561232,67357.56186406435,67348.34666666666,2026-04-05,67353.70739205858
2026-04-05 01:17:00,67348.35,67348.35,67333.76,67333.77,0.5327,0.04002032432825331,-3.0401883981830906,-0.9361051526128781,-2.1040832455702123,,,67350.541456,67354.52123283928,67356.62884978732,67338.62666666666,2026-04-05,67349.33063031307
2026-04-05 01:18:00,67333.77,67359.59,67333.77,67354.44,0.78746,48.983860321525476,-2.6323937013803516,-1.2753628623663729,-1.3570308390139787,,,67351.32116480001,67354.51384803571,67356.54301254076,67349.26666666666,2026-04-05,67349.31142719711
2026-04-05 01:19:00,67354.44,67361.12,67354.26,67354.26,0.35071,48.759961428580326,-2.2972566175303655,-1.4797416133991714,-0.817515004131194,,,67351.90893184001,67354.49077094156,67356.4534826372,67356.54666666668,2026-04-05,67350.16474292062
2026-04-05 01:20:00,67352.85,67352.86,67352.85,67352.86,0.04776,46.96197860602745,-2.1201861772860866,-1.6078305261765544,-0.5123556511095322,,,67352.099145472,67354.34251903777,67356.31256174947,67352.85666666667,2026-04-05,67350.20729452818
2026-04-05 01:21:00,67352.86,67360.18,67340.21,67340.21,2.16925,34.56100630805217,-2.966410918656038,-1.8795466046724514,-1.0868643139835867,,,67349.7213163776,67353.0577445798,67355.68108873969,67346.86666666668,2026-04-05,67348.81120173312
2026-04-05 01:22:00,67340.21,67340.21,67329.36,67329.37,0.49536,27.789145990283913,-4.46033160299703,-2.3957036043373674,-2.0646279986596627,,,67345.65105310209,67350.90431325436,67354.64928133813,67332.98,2026-04-05,67347.43200674285
2026-04-05 01:23:00,67329.37,67334.63,67328.51,67328.51,0.99015,27.331594024257342,-5.648556280444609,-3.0462741395588155,-2.6022821408857935,,,67342.22284248167,67348.86846659487,67353.62421148174,67330.55,2026-04-05,67344.9282217975
2026-04-05 01:24:00,67328.52,67334.0,67328.52,67332.2,1.28235,32.46940805324303,-6.220771554450039,-3.6811736225370604,-2.5395979319129784,,,67340.21827398535,67347.35315144988,67352.7840463256,67331.57333333335,2026-04-05,67342.77636194121
