time,open,high,low,close,volume,rsi,macd,macd_sig,mh,sk,sd,e9,e21,e50,tp_p,date_utc,vwap
2026-04-11 18:20:00,72945.87,72945.88,72887.82,72891.14,2.7176,57.41205100750494,39.687077163835056,26.52428058233515,13.162796581499904,79.32826797855797,87.72729095361426,72881.97474601059,72837.02633451064,72815.62027047199,72908.28000000001,2026-04-11,72876.97006530319
2026-04-11 18:25:00,72891.15,72926.56,72891.15,72916.88,2.40896,59.78299829956984,40.68830572463048,29.357085610794222,11.33122011383626,66.13519251680448,79.13008764550204,72888.95579680847,72844.28575864603,72819.5912402574,72911.53,2026-04-11,72877.03351307998
2026-04-11 18:30:00,72916.88,72949.1,72898.24,72898.24,2.96011,57.29541796485125,39.522108093078714,31.390090107251122,8.132017985827591,45.74564849616459,63.736369663842396,72890.81263744678,72849.19068967822,72822.67550534535,72915.19333333334,2026-04-11,72877.11940443452
2026-04-11 18:35:00,72898.24,72994.61,72898.23,72961.97,3.92477,62.9688891828888,43.24190073965292,33.760452233731485,9.481448505921435,60.49925451697391,57.46003184331437,72905.04410995744,72859.44335425292,72828.1380345475,72951.60333333333,2026-04-11,72877.3410290084
2026-04-11 18:40:00,72961.97,73250.0,72961.97,73146.41,33.42425,73.81233008717749,60.37664539735124,39.08369086645544,21.2929545308958,74.28418291899361,60.17636197737742,72953.31728796595,72885.531231139,72840.61928809466,73119.46,2026-04-11,72883.3246463213
2026-04-11 18:45:00,73146.41,73235.67,73097.23,73192.96,14.06017,75.74291225958599,76.82664026708517,46.63228074658139,30.19435952050378,94.67372693969425,76.48572145855397,73001.24583037276,72913.47930103545,72854.43657091448,73175.28666666667,2026-04-11,72886.32863753325
2026-04-11 18:50:00,73192.95,73239.22,73092.0,73111.13,7.95651,66.46665460441582,82.31154633007827,53.76813386328077,28.543412466797506,86.74214916951702,85.23335300940168,73023.22266429821,72931.44754639587,72864.50297989823,73147.45,2026-04-11,72887.84019765345
2026-04-11 18:55:00,73111.13,73145.02,73066.34,73072.97,6.0638,62.615481613323475,82.626711520963,59.539849394817224,23.086862126145775,63.021799156178666,81.47922508846335,73033.17213143858,72944.31322399623,72872.67815715712,73094.77666666666,2026-04-11,72888.74912789302
2026-04-11 19:00:00,73072.97,73094.07,73036.05,73068.21,5.28514,62.1318808501842,81.55230576997565,63.94234066984892,17.60996510012673,38.4276163512114,62.73052155896908,73040.17970515088,72955.5765672693,72880.34607256272,73066.11,2026-04-11,72889.42552778382
2026-04-11 19:05:00,73068.2,73068.21,73035.9,73040.0,4.0495,59.21308476140378,77.53079350618646,66.66003123711643,10.870762269070028,21.817223769225752,41.08887975887198,73040.1437641207,72963.25142479026,72886.6070108936,73048.03666666667,2026-04-11,72889.88765028547
2026-04-11 19:10:00,73039.99,73084.33,73027.84,73039.51,4.60483,59.161096756792766,73.45740590912465,68.01950617151807,5.437899737606571,15.575391678425342,25.273410599620874,73040.01701129656,72970.1840225366,72892.60320654482,73050.56,2026-04-11,72890.41821735231
2026-04-11 19:15:00,73039.51,73039.52,72976.06,73025.46,6.39927,57.59949928318112,68.30808621445613,68.07722218010568,0.23086403435044645,7.385694847399819,14.92610343168368,73037.10560903724,72975.2091113969,72897.81327687639,73013.68000000001,2026-04-11,72890.98127908492
2026-04-11 19:20:00,73025.47,73144.09,73007.54,73139.92,5.26604,65.5721819874569,72.62599145407148,68.98697603489885,3.6390154191726367,18.87613924853755,13.945741924787612,73057.66848722979,72990.18282854263,72907.30765817536,73097.18333333333,2026-04-11,72891.75350574126
2026-04-11 19:25:00,73139.41,73139.41,73084.92,73110.26,6.42535,62.30296105227098,72.81527913235186,69.75263665438945,3.062642477962413,24.55326852015888,16.938367538698795,73068.18678978384,73001.09893503875,72915.26657354104,73111.53000000001,2026-04-11,72892.75319657411
2026-04-11 19:30:00,73113.31,73214.12,73113.31,73199.99,8.14675,67.57058699585858,79.2917264115531,71.66045460582218,7.631271805730918,42.57032737436027,28.66657838101894,73094.54743182707,73019.17994094432,72926.43219810806,73175.80666666666,2026-04-11,72894.37628822098
