time,open,high,low,close,volume,rsi,macd,macd_sig,mh,sk,sd,e9,e21,e50,atr,roc5,vol_ma,vol_ratio,tp_p,date_utc,vwap
2026-04-05 15:00:00,66775.57,66819.61,66759.85,66819.61,12.43628,,0.0,0.0,0.0,,,66819.61,66819.61,66819.61,59.75999999999476,,,,66799.69,2026-04-05,66799.69
2026-04-05 15:03:00,66815.16,66849.83,66811.13,66821.5,6.26998,99.999999994709,0.1507692307641264,0.03015384615282528,0.12061538461130113,,,66819.988,66819.78181818181,66819.68411764706,56.951999999995074,,,,66827.48666666668,2026-04-05,66809.0069101716
2026-04-05 15:06:00,66821.51,66821.51,66806.56,66810.0,2.94758,68.11754920721914,-0.6502038132894086,-0.10591768573562149,-0.5442861275537871,,,66817.99040000001,66818.89256198346,66819.30434832757,51.35173333332868,,,,66812.69,2026-04-05,66809.50826244522
2026-04-05 15:09:00,66810.0,66830.85,66810.0,66830.85,0.70031,80.34989024648047,0.392910796799697,-0.006151989228557808,0.3990627860282548,,,66820.56232000001,66819.97960180315,66819.75711898139,47.2848355555523,,,,66823.90000000001,2026-04-05,66809.95912627707
2026-04-05 15:12:00,66830.85,66830.85,66747.27,66752.29,2.2344,31.425731039595263,-5.061206369617139,-1.017162865306274,-4.044043504310865,,,66806.907856,66813.82600163922,66817.11134960956,52.12419081481222,,,,66776.80333333333,2026-04-05,66806.94620750986
2026-04-05 15:15:00,66752.28,66770.77,66735.52,66764.88,1.43285,37.94669688672541,-8.272367039942765,-2.4682037002335724,-5.804163339709192,,,66798.50228480001,66809.37636512656,66815.06306138958,49.8742987061706,-0.08190709284294824,,,66757.05666666667,2026-04-05,66804.19907520349
2026-04-05 15:18:00,66764.88,66795.99,66749.62,66794.5,0.53895,49.99460415473547,-8.331112670100993,-3.6407854942070568,-4.690327175893936,,,66797.70182784,66808.02396829688,66814.25666682528,49.407058878682506,-0.040406156701061784,,,66780.03666666667,2026-04-05,66803.7087830921
2026-04-05 15:21:00,66794.5,66853.08,66794.5,66853.07,2.99785,64.62170997144145,-3.609946281532757,-3.634617651672197,0.024671370139440096,,,66808.77546227201,66812.11906208808,66815.77875832233,50.630117694858406,0.06446639724593173,,,66833.55,2026-04-05,66806.73533721607
2026-04-05 15:24:00,66853.07,66853.07,66792.56,66803.81,1.90166,51.08683131082032,-3.7994604069244815,-3.6675862027226542,-0.13187420420182727,,,66807.7823698176,66811.36369280734,66815.30939525086,51.947435335545194,-0.04046035625763872,,,66816.48,2026-04-05,66807.32437465711
2026-04-05 15:27:00,66803.8,66803.8,66693.96,66699.35,2.19481,34.55741631927586,-12.237632893695263,-5.381595540917177,-6.8560373527780865,,,66786.09589585409,66801.18062982486,66810.76196798612,59.66777729080467,-0.0793081405896154,,,66732.37000000001,2026-04-05,66802.43617902063
2026-04-05 15:30:00,66699.35,66793.38,66690.0,66787.99,5.26456,49.49146860188212,-11.638279338963912,-6.632932300526524,-5.005347038437388,,,66786.47471668327,66799.98148165896,66809.86894963373,65.49607365203134,0.03461400664541085,,,66757.12333333334,2026-04-05,66796.30676189467
2026-04-05 15:33:00,66788.0,66837.96,66774.96,66804.79,3.75294,51.73935604168523,-9.695899438942433,-7.245525728209706,-2.4503737107327277,,,66790.13777334662,66800.41861968997,66809.66977513829,65.1632638317605,0.015405460030382137,,,66805.90333333334,2026-04-05,66797.15076295706
2026-04-05 15:36:00,66804.78,66810.25,66782.86,66802.94,1.97948,51.46771720882299,-8.211175592048676,-7.438655700977501,-0.772519891071175,,,66792.6982186773,66800.64783608179,66809.40586238776,60.12682865419236,-0.07498533724779527,,,66798.68333333333,2026-04-05,66797.21870428527
2026-04-05 15:39:00,66802.95,66846.82,66802.95,66813.05,2.80215,52.92233813967792,-6.14786003572226,-7.180496567926453,1.0326365322041928,,,66796.76857494185,66801.77530552889,66809.5487697451,57.960584833634,0.013831546434260619,,,66820.94,2026-04-05,66798.61944835186
2026-04-05 15:42:00,66813.05,66830.0,66813.05,66828.59,0.84156,55.147640114559444,-3.22158306100755,-6.388713866542672,3.1671308055351224,,,66803.13285995348,66804.21300502626,66810.29548465706,52.49250685581575,0.19376500670544866,,,66823.87999999999,2026-04-05,66799.05962044801
2026-04-05 15:45:00,66828.58,66871.3,66827.91,66859.49,1.05269,59.27029931221335,1.5727545466652373,-4.79642018390109,6.3691747305663275,,,66814.40428796278,66809.2381863875,66812.22468133719,51.27883927504024,0.10705517563861407,,,66852.90000000001,2026-04-05,66800.20814058509
2026-04-05 15:48:00,66859.5,66913.34,66848.39,66909.49,3.33065,64.89341401770523,9.299682819953887,-1.977199583130095,11.276882403083981,53.304676481798,,66833.42143037023,66818.351987625,66816.03900755926,53.10166070503449,0.15672528871060243,,,66890.40666666666,2026-04-05,66805.91100950353
2026-04-05 15:51:00,66909.48,66909.48,66865.68,66872.45,1.69329,58.45507817722252,12.292806876575924,0.8768017088111086,11.416005167764816,68.69451351091313,,66841.2271442962,66823.26998875,66818.25120334125,51.862772611031524,0.10405230667990774,,,66882.53666666667,2026-04-05,66808.29733854938
2026-04-05 15:54:00,66869.49,66894.01,66854.73,66880.81,1.91766,59.43335569066387,15.164652711522649,3.734371909353417,11.430280802169232,77.05706339614086,66.35208446295066,66849.14371543696,66828.50089886364,66820.70448948473,50.185069596227166,0.10141731293511487,,,66876.51666666666,2026-04-05,66810.62141547573
