time,open,high,low,close,volume,rsi,macd,macd_sig,mh,sk,sd,e9,e21,e50,atr,roc5,vol_ma,vol_ratio,tp_p,date_utc,vwap
2026-03-29 15:00:00,66811.01,66836.35,66776.27,66784.3,3.33495,,0.0,0.0,0.0,,,66784.3,66784.3,66784.3,60.080000000001746,,,,66798.97333333333,2026-03-29,66798.97333333333
2026-03-29 15:05:00,66784.29,66784.29,66484.44,66504.06,22.53288,0.0,-22.355327635334106,-4.471065527066822,-17.884262108267286,,,66728.25200000001,66758.82363636364,66773.31019607843,92.05066666666826,,,,66590.93,2026-03-29,66617.75150433568
2026-03-29 15:10:00,66504.07,66588.94,66494.67,66566.62,6.36521,1.6882191662521535,-34.62488259024394,-10.501828939702246,-24.123053650541696,,,66695.92560000002,66741.3505785124,66765.204698193,92.3465777777797,,,,66550.07666666666,2026-03-29,66604.38743586809
2026-03-29 15:15:00,66566.62,66629.98,66523.81,66604.01,8.7522,2.744998182649553,-40.86051815218525,-16.573566782198846,-24.286951369986404,,,66677.54248000002,66728.86507137491,66758.88333747955,94.18970074074217,,,,66585.93333333333,2026-03-29,66600.4466514246
2026-03-29 15:20:00,66604.0,66667.63,66569.99,66605.92,13.34835,2.802475489124589,-45.12797600666818,-22.284448627092715,-22.843527379575463,,,66663.21798400002,66717.68824670446,66752.88477522545,94.64974064197648,,,,66614.51333333332,2026-03-29,66603.90246933495
2026-03-29 15:25:00,66605.92,66620.64,66583.02,66593.98,1.97013,2.7913694951741093,-48.90962559627951,-27.609484020930076,-21.300141575349436,,,66649.37038720002,66706.4420424586,66746.65321541269,87.04577522304567,-0.28497715780506344,,,66599.21333333333,2026-03-29,66603.738391233
2026-03-29 15:30:00,66593.98,66648.95,66583.02,66595.21,5.52951,2.834087898270326,-51.21696216255077,-32.33097964925422,-18.885982513296554,,,66638.53830976001,66696.33003859872,66740.71426578867,84.23033852663866,0.13705930134191616,,,66609.06,2026-03-29,66604.2142824147
2026-03-29 15:35:00,66595.2,66648.45,66568.43,66643.03,2.69848,4.589565140564147,-48.62633454738534,-35.59005062888045,-13.036283918504893,,,66639.436647808,66691.48458054429,66736.88351026755,83.66896005642073,0.11478726124295253,,,66619.97,2026-03-29,66604.87312887622
2026-03-29 15:40:00,66643.03,66656.67,66622.66,66630.85,3.38138,4.566932861010557,-47.01411821586953,-37.87486414627827,-9.13925406959126,,,66637.71931824641,66685.97234594935,66732.72533339432,77.04776538223061,0.04029787395685494,,,66636.72666666667,2026-03-29,66606.45911054211
2026-03-29 15:45:00,66630.86,66644.91,66545.73,66576.44,6.49951,4.461101356021885,-49.555611195843085,-40.21101355619123,-9.344597639651852,,,66625.46345459713,66676.01485995395,66726.59649679063,79.9987299979342,-0.044260330012701465,,,66589.02666666667,2026-03-29,66604.93648744746
2026-03-29 15:50:00,66577.6,66615.09,66558.57,66583.38,1.49636,4.764250103923189,-50.42845485598082,-42.25450181614915,-8.173953039831666,,,66617.04676367772,66667.59350904904,66720.98016358317,76.86823266487492,-0.01591735469180738,,,66585.68000000001,2026-03-29,66604.55689276513
2026-03-29 15:55:00,66583.37,66595.44,66505.19,66545.83,8.44147,4.6777634766521885,-53.533065075665945,-44.51021446805251,-9.022850607613435,,,66602.80341094217,66656.52409913548,66714.11152971716,78.65246830955827,-0.0741494771170549,,,66548.82,2026-03-29,66598.97895666961
2026-03-29 16:00:00,66545.83,66566.57,66450.53,66458.63,25.50807,4.474620485613997,-62.311513936394476,-48.070474361720905,-14.241039574673572,,,66573.96872875374,66638.5337264868,66704.09264619884,83.6374725349516,-0.27669810331252076,,,66491.91,2026-03-29,66574.11859136738
2026-03-29 16:05:00,66458.62,66493.66,66421.65,66487.58,9.57469,5.935141324187924,-66.16971160292451,-51.69032180996163,-14.479389792962877,,,66556.69098300299,66624.81066044254,66695.60195419105,82.08714286362597,-0.21502051977425482,,,66467.63,2026-03-29,66565.58164070165
2026-03-29 16:10:00,66481.56,66757.58,66481.52,66632.4,14.43329,13.09338501214637,-56.88585266242444,-52.7294279804542,-4.156424681970243,,,66571.83278640239,66625.5006004023,66693.12344618356,107.95019048180887,0.08405375835654753,,,66623.83333333333,2026-03-29,66571.86225383755
2026-03-29 16:15:00,66632.4,66653.99,66570.64,66572.84,3.99248,12.666466126651017,-53.71512725135835,-52.92656783463504,-0.7885594167233165,,,66572.03422912191,66620.713273093,66688.406448294,104.67016508423514,-0.015829776139343103,,,66599.15666666666,2026-03-29,66572.65271676671
2026-03-29 16:20:00,66572.83,66611.86,66544.56,66560.83,2.71046,12.577411253011306,-51.57686515149544,-52.65662729800712,1.0797621465116833,97.090254287466,,66569.79338329754,66615.26933917546,66683.40345032168,99.68747640633751,0.022540856429320966,,,66572.41666666667,2026-03-29,66572.64816524793
2026-03-29 16:25:00,66560.83,66560.83,66484.33,66495.93,6.71639,12.083027311528312,-54.49102601170307,-53.02350704074632,-1.4675189709567533,93.82112797276561,,66555.02070663804,66604.42030834133,66676.05155030907,96.59581288549252,0.05612514130969651,,,66513.69666666667,2026-03-29,66569.95991404739
2026-03-29 16:30:00,66495.93,66553.41,66471.16,66547.7,4.01985,14.95474237745185,-52.0234195516241,-52.82348954292188,0.8000699912977751,95.0688634032607,95.32674855449744,66553.55656531043,66599.26391667392,66671.0181561793,94.68303783409353,0.0904229030444413,,,66524.09000000001,2026-03-29,66568.741253926
2026-03-29 16:35:00,66547.71,66578.6,66489.52,66515.67,8.9634,14.636204883715422,-52.052349880032125,-52.66926161034393,0.6169117303118057,95.85485527509154,94.91494888370596,66545.97925224835,66591.66446970357,66664.92607162325,93.9359661228813,-0.1751850451131821,8.013453,1.1185440283842865,66527.93,2026-03-29,66566.45879470748
2026-03-29 16:40:00,66519.83,66543.54,66465.9,66534.83,9.81021,15.79167810528952,-49.95339387089189,-52.126088062453526,2.1726941915616393,99.12398158975232,96.68256675603486,66543.74940179868,66586.4976997305,66659.82426489293,91.76317063983038,-0.05709535600403222,8.337216000000002,1.1766769626554392,66514.75666666667,2026-03-29,66563.47660449977
2026-03-29 16:45:00,66534.83,66540.38,66464.59,66516.79,7.08338,15.577872043383948,-49.17873154040717,-51.536616758044254,2.357885217637083,98.49498724215111,97.82460803566498,66538.35752143894,66580.16063611864,66654.2150780344,89.63341455452074,-0.06616504030975598,7.564741000000001,0.9363678148275483,66507.25333333334,2026-03-29,66561.22866570162
2026-03-29 16:50:00,66516.79,66540.32,66504.02,66509.26,5.00025,15.483637991191031,-48.612044739711564,-50.951702354377716,2.3396576146661516,98.46478489769379,98.6945845765324,66532.53801715115,66573.71512374422,66648.53056517031,82.52229261391837,0.020046339678235568,7.496493000000001,0.667011894753093,66517.86666666668,2026-03-29,66560.03840777493
2026-03-29 16:55:00,66509.26,66559.22,66504.02,66554.12,3.11922,18.641209499218604,-44.03550044014992,-49.56846197153216,5.532961531382242,98.4647848977527,98.47485234586587,66536.85441372092,66571.93374885837,66644.8281900656,78.87932026539553,0.009647215455978575,7.214843999999999,0.43233367207340406,66539.12,2026-03-29,66559.68624688698
